0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,y
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,6.0,2.5,105.0,3.265,-0.765,13.0,21.0,-0.2588190451025208,-0.9659258262890683,1.0,0.0,5
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,2.5,105.0,3.265,-0.765,9.0,32.0,0.7071067811865476,-0.7071067811865475,2.0,0.0,3
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,2.5,105.0,3.265,-0.765,9.0,31.0,0.7071067811865476,-0.7071067811865475,4.0,0.0,3
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,3.0,155.0,2.18,0.82,13.0,24.0,-0.2588190451025208,-0.9659258262890683,3.0,0.0,16
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,3.0,155.0,2.18,0.82,13.0,31.0,-0.2588190451025208,-0.9659258262890683,2.0,0.0,12
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,3.0,155.0,2.18,0.82,18.0,24.0,-1.0,-1.8369701987210297e-16,2.0,0.0,17
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,3.0,155.0,2.18,0.82,10.0,35.0,0.49999999999999994,-0.8660254037844387,3.0,0.0,8
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,3.0,155.0,2.18,0.82,17.0,19.0,-0.9659258262890683,-0.25881904510252063,3.0,0.0,15
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,3.0,155.0,2.18,0.82,19.0,38.0,-0.9659258262890684,0.2588190451025203,3.0,0.0,9
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,3.0,155.0,2.18,0.82,11.0,48.0,0.258819045102521,-0.9659258262890682,4.0,0.0,4
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,155.0,2.18,0.82,12.0,21.0,1.2246467991473532e-16,-1.0,0.0,0.0,12
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,0.0,78.0,1.548,-1.548,12.0,34.0,1.2246467991473532e-16,-1.0,2.0,0.0,14
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,0.0,78.0,1.548,-1.548,16.0,23.0,-0.8660254037844384,-0.5000000000000004,2.0,0.0,15
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,0.0,78.0,1.548,-1.548,16.0,29.0,-0.8660254037844384,-0.5000000000000004,2.0,0.0,22
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,0.0,78.0,1.548,-1.548,16.0,28.0,-0.8660254037844384,-0.5000000000000004,2.0,0.0,17
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,13.0,3.461,122.0,3.404,0.057,14.0,53.0,-0.4999999999999998,-0.8660254037844388,1.0,0.0,17
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,13.0,3.461,122.0,3.404,0.057,16.0,22.0,-0.8660254037844384,-0.5000000000000004,1.0,0.0,23
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,13.0,3.461,122.0,3.404,0.057,14.0,5.0,-0.4999999999999998,-0.8660254037844388,0.0,0.0,12
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,13.0,3.461,122.0,3.404,0.057,17.0,25.0,-0.9659258262890683,-0.25881904510252063,1.0,0.0,12
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,13.0,3.461,122.0,3.404,0.057,17.0,53.0,-0.9659258262890683,-0.25881904510252063,2.0,0.0,10
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,13.0,3.461,122.0,3.404,0.057,17.0,22.0,-0.9659258262890683,-0.25881904510252063,1.0,0.0,20
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,13.0,3.461,122.0,3.404,0.057,17.0,21.0,-0.9659258262890683,-0.25881904510252063,3.0,0.0,19
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,13.0,3.461,122.0,3.404,0.057,17.0,43.0,-0.9659258262890683,-0.25881904510252063,3.0,0.0,18
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,13.0,3.461,122.0,3.404,0.057,17.0,29.0,-0.9659258262890683,-0.25881904510252063,1.0,0.0,20
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,3.733,123.0,4.0,-0.267,14.0,32.0,-0.4999999999999998,-0.8660254037844388,0.0,0.0,16
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,18.0,2.8,126.0,3.254,-0.454,19.0,19.0,-0.9659258262890684,0.2588190451025203,1.0,0.0,23
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,18.0,2.8,126.0,3.254,-0.454,13.0,23.0,-0.2588190451025208,-0.9659258262890683,3.0,0.0,18
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,14.0,18.0,2.8,126.0,3.254,-0.454,11.0,22.0,0.258819045102521,-0.9659258262890682,1.0,0.0,3
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,18.0,2.8,126.0,3.254,-0.454,14.0,0.0,-0.4999999999999998,-0.8660254037844388,3.0,0.0,18
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,9.0,1.0,105.0,1.873,-0.873,20.0,56.0,-0.8660254037844386,0.5,3.0,0.0,7
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,9.0,1.0,105.0,1.873,-0.873,20.0,50.0,-0.8660254037844386,0.5,3.0,0.0,10
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,9.0,1.0,105.0,1.873,-0.873,20.0,43.0,-0.8660254037844386,0.5,3.0,0.0,6
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,9.0,1.0,105.0,1.873,-0.873,20.0,49.0,-0.8660254037844386,0.5,3.0,0.0,8
