Semester_Week,Term_Credit_Hours,Term_GPA,Total_Credit_Hours_Earned,Cumulative_GPA,Change_in_GPA,hour,minute,sin_hour,cos_hour,Day_Of_Week,Is_weekend,Semester_Spring 2017,Class_Standing_Graduate,Class_Standing_Junior,Class_Standing_Other,Class_Standing_Senior,Class_Standing_Sophomore,Expected_Graduation_Fall Semester 2019,Expected_Graduation_Fall Semester 2020,Expected_Graduation_Spring Semester 2017,Expected_Graduation_Spring Semester 2018,Expected_Graduation_Spring Semester 2020,Expected_Graduation_Spring Semester 2021,Expected_Graduation_Summer Semester 2017,Expected_Graduation_Summer Semester 2018,Expected_Graduation_Summer Semester 2019,Expected_Graduation_Summer Semester 2020,Gender_MALE,time_bin_Evening,time_bin_Morning,course_level_Grad level Course,course_level_Junior level Course,course_level_Senior level Course,course_level_Sophomore level Course,course_level_Unknown course number,occupancy
11,14,2.437,131.0,2.748,-0.311,13,33,-0.2588190451025208,-0.9659258262890683,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,7
6,11,4.0,123.0,3.82,0.18,19,20,-0.9659258262890684,0.2588190451025203,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,18
9,15,3.2,144.0,3.275,-0.075,15,30,-0.7071067811865471,-0.7071067811865479,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
9,15,3.2,144.0,3.275,-0.075,13,1,-0.2588190451025208,-0.9659258262890683,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9
10,15,3.0,126.0,2.579,0.421,13,32,-0.2588190451025208,-0.9659258262890683,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,11
9,15,2.6,140.0,2.895,-0.295,9,4,0.7071067811865476,-0.7071067811865475,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2
15,15,2.6,140.0,2.895,-0.295,14,29,-0.4999999999999998,-0.8660254037844388,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,16
7,15,2.6,140.0,2.895,-0.295,9,26,0.7071067811865476,-0.7071067811865475,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3
4,15,2.6,140.0,2.895,-0.295,16,5,-0.8660254037844384,-0.5000000000000004,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,29
4,15,2.6,140.0,2.895,-0.295,10,14,0.49999999999999994,-0.8660254037844387,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,11
13,15,2.6,140.0,2.895,-0.295,10,14,0.49999999999999994,-0.8660254037844387,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,7
5,15,2.6,140.0,2.895,-0.295,13,8,-0.2588190451025208,-0.9659258262890683,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,14
8,15,2.6,140.0,2.895,-0.295,10,6,0.49999999999999994,-0.8660254037844387,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4
10,15,2.6,140.0,2.895,-0.295,15,6,-0.7071067811865471,-0.7071067811865479,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,11
9,15,2.6,140.0,2.895,-0.295,11,1,0.258819045102521,-0.9659258262890682,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,7
6,15,2.6,146.0,3.075,-0.475,14,3,-0.4999999999999998,-0.8660254037844388,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18
17,15,2.6,146.0,3.075,-0.475,13,4,-0.2588190451025208,-0.9659258262890683,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
3,15,2.6,146.0,3.075,-0.475,16,6,-0.8660254037844384,-0.5000000000000004,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,12
9,15,2.6,146.0,3.075,-0.475,14,25,-0.4999999999999998,-0.8660254037844388,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
7,15,2.6,146.0,3.075,-0.475,14,10,-0.4999999999999998,-0.8660254037844388,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14
9,15,2.6,146.0,3.075,-0.475,16,8,-0.8660254037844384,-0.5000000000000004,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16
8,15,2.6,146.0,3.075,-0.475,14,0,-0.4999999999999998,-0.8660254037844388,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12
13,15,2.6,146.0,3.075,-0.475,12,27,1.2246467991473532e-16,-1.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
10,15,2.6,146.0,3.075,-0.475,14,15,-0.4999999999999998,-0.8660254037844388,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19
7,15,2.6,146.0,3.075,-0.475,18,15,-1.0,-1.8369701987210297e-16,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,15
5,15,2.6,146.0,3.075,-0.475,14,44,-0.4999999999999998,-0.8660254037844388,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16
8,3,3.0,122.0,2.489,0.511,13,1,-0.2588190451025208,-0.9659258262890683,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
13,3,3.0,122.0,2.489,0.511,13,19,-0.2588190451025208,-0.9659258262890683,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
10,15,2.4,134.0,2.688,-0.288,14,47,-0.4999999999999998,-0.8660254037844388,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10
16,13,1.23,141.0,2.374,-1.144,10,0,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,9
12,18,2.166,125.0,2.379,-0.213,15,34,-0.7071067811865471,-0.7071067811865479,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,12
17,18,2.166,125.0,2.379,-0.213,9,31,0.7071067811865476,-0.7071067811865475,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,3
11,15,2.066,180.0,2.552,-0.486,15,36,-0.7071067811865471,-0.7071067811865479,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,16
10,23,2.312,122.0,2.688,-0.376,11,34,0.258819045102521,-0.9659258262890682,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,10
11,23,2.312,122.0,2.688,-0.376,11,9,0.258819045102521,-0.9659258262890682,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,9
7,16,3.6,128.0,3.556,0.044,11,56,0.258819045102521,-0.9659258262890682,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,11
4,17,3.0,148.0,2.812,0.188,11,15,0.258819045102521,-0.9659258262890682,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,12
4,17,3.0,148.0,2.812,0.188,10,22,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,5
12,17,3.0,148.0,2.812,0.188,13,27,-0.2588190451025208,-0.9659258262890683,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
12,17,3.0,148.0,2.812,0.188,14,37,-0.4999999999999998,-0.8660254037844388,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8
15,17,3.0,148.0,2.812,0.188,14,37,-0.4999999999999998,-0.8660254037844388,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9
1,17,3.0,148.0,2.812,0.188,13,56,-0.2588190451025208,-0.9659258262890683,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
15,17,3.0,148.0,2.812,0.188,14,15,-0.4999999999999998,-0.8660254037844388,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,15
10,17,3.0,148.0,2.812,0.188,16,22,-0.8660254037844384,-0.5000000000000004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,21
12,17,3.0,148.0,2.812,0.188,14,32,-0.4999999999999998,-0.8660254037844388,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,18
10,17,3.0,148.0,2.812,0.188,13,20,-0.2588190451025208,-0.9659258262890683,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,13
4,17,3.0,148.0,2.812,0.188,15,23,-0.7071067811865471,-0.7071067811865479,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,21
10,17,3.0,148.0,2.812,0.188,15,37,-0.7071067811865471,-0.7071067811865479,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,18
16,17,3.0,148.0,2.812,0.188,12,5,1.2246467991473532e-16,-1.0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5
16,15,3.8,130.0,3.198,0.602,13,33,-0.2588190451025208,-0.9659258262890683,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,22
15,13,3.0,139.0,2.872,0.128,8,41,0.8660254037844388,-0.4999999999999998,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,3
15,13,3.0,139.0,2.872,0.128,13,32,-0.2588190451025208,-0.9659258262890683,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,14
10,13,3.0,139.0,2.872,0.128,13,27,-0.2588190451025208,-0.9659258262890683,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,8
13,13,3.0,139.0,2.872,0.128,13,43,-0.2588190451025208,-0.9659258262890683,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,26
5,13,3.0,139.0,2.872,0.128,16,7,-0.8660254037844384,-0.5000000000000004,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,19
15,13,3.0,139.0,2.872,0.128,16,20,-0.8660254037844384,-0.5000000000000004,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,12
12,13,3.0,139.0,2.872,0.128,20,18,-0.8660254037844386,0.5,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,14
15,13,3.0,139.0,2.872,0.128,19,18,-0.9659258262890684,0.2588190451025203,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,9
10,13,3.0,139.0,2.872,0.128,16,18,-0.8660254037844384,-0.5000000000000004,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,14
15,13,3.0,139.0,2.872,0.128,20,58,-0.8660254037844386,0.5,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,2
10,13,3.0,139.0,2.872,0.128,13,34,-0.2588190451025208,-0.9659258262890683,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,14
6,13,3.0,139.0,2.872,0.128,15,24,-0.7071067811865471,-0.7071067811865479,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,14
4,19,4.0,154.0,3.394,0.606,10,31,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8
3,15,4.0,152.0,3.972,0.028,14,22,-0.4999999999999998,-0.8660254037844388,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,15
16,10,2.333,139.0,2.924,-0.591,16,15,-0.8660254037844384,-0.5000000000000004,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,31
8,10,2.333,139.0,2.924,-0.591,16,33,-0.8660254037844384,-0.5000000000000004,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12
10,10,2.333,139.0,2.924,-0.591,14,2,-0.4999999999999998,-0.8660254037844388,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,18
5,10,2.333,139.0,2.924,-0.591,14,3,-0.4999999999999998,-0.8660254037844388,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,14
7,10,2.333,139.0,2.924,-0.591,14,3,-0.4999999999999998,-0.8660254037844388,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,15
13,10,2.333,139.0,2.924,-0.591,14,8,-0.4999999999999998,-0.8660254037844388,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,18
4,10,2.333,139.0,2.924,-0.591,14,7,-0.4999999999999998,-0.8660254037844388,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,15
15,10,2.333,139.0,2.924,-0.591,14,4,-0.4999999999999998,-0.8660254037844388,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,15
4,10,2.333,139.0,2.924,-0.591,16,33,-0.8660254037844384,-0.5000000000000004,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,18
13,10,2.333,139.0,2.924,-0.591,17,15,-0.9659258262890683,-0.25881904510252063,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,19
3,10,2.333,139.0,2.924,-0.591,17,13,-0.9659258262890683,-0.25881904510252063,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,15
3,10,2.333,139.0,2.924,-0.591,14,34,-0.4999999999999998,-0.8660254037844388,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,19
15,10,2.333,139.0,2.924,-0.591,16,34,-0.8660254037844384,-0.5000000000000004,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,13
2,10,2.333,139.0,2.924,-0.591,17,30,-0.9659258262890683,-0.25881904510252063,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,14
12,10,2.333,139.0,2.924,-0.591,13,56,-0.2588190451025208,-0.9659258262890683,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,14
5,10,2.333,139.0,2.924,-0.591,16,56,-0.8660254037844384,-0.5000000000000004,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,32
14,10,2.333,139.0,2.924,-0.591,14,3,-0.4999999999999998,-0.8660254037844388,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3
11,10,2.333,139.0,2.924,-0.591,14,48,-0.4999999999999998,-0.8660254037844388,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,18
9,10,2.333,139.0,2.924,-0.591,14,0,-0.4999999999999998,-0.8660254037844388,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,11
16,10,2.333,139.0,2.924,-0.591,14,10,-0.4999999999999998,-0.8660254037844388,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9
10,10,2.333,139.0,2.924,-0.591,17,8,-0.9659258262890683,-0.25881904510252063,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,16
16,10,2.333,139.0,2.924,-0.591,14,55,-0.4999999999999998,-0.8660254037844388,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,32
11,10,2.333,139.0,2.924,-0.591,16,30,-0.8660254037844384,-0.5000000000000004,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,17
7,10,2.333,139.0,2.924,-0.591,16,31,-0.8660254037844384,-0.5000000000000004,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,15
6,10,2.333,139.0,2.924,-0.591,16,34,-0.8660254037844384,-0.5000000000000004,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,25
16,10,2.333,139.0,2.924,-0.591,16,33,-0.8660254037844384,-0.5000000000000004,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,13
12,10,2.333,139.0,2.924,-0.591,16,56,-0.8660254037844384,-0.5000000000000004,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10
3,18,2.5,122.0,2.247,0.253,14,27,-0.4999999999999998,-0.8660254037844388,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14
9,18,3.833,133.0,3.268,0.565,14,43,-0.4999999999999998,-0.8660254037844388,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
7,15,2.0,125.0,2.131,-0.131,17,38,-0.9659258262890683,-0.25881904510252063,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16
7,15,2.0,125.0,2.131,-0.131,19,8,-0.9659258262890684,0.2588190451025203,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,24
10,15,3.2,131.0,2.96,0.24,13,57,-0.2588190451025208,-0.9659258262890683,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,14
9,15,3.2,131.0,2.96,0.24,16,2,-0.8660254037844384,-0.5000000000000004,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7
11,16,3.0,0.0,0.0,3.0,17,0,-0.9659258262890683,-0.25881904510252063,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,20
10,16,3.0,0.0,0.0,3.0,18,22,-1.0,-1.8369701987210297e-16,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,17
5,11,3.307,135.0,3.379,-0.072,14,9,-0.4999999999999998,-0.8660254037844388,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,23
5,10,1.5,132.0,2.473,-0.973,19,8,-0.9659258262890684,0.2588190451025203,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,8
15,10,1.5,132.0,2.473,-0.973,8,34,0.8660254037844388,-0.4999999999999998,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
15,10,1.5,132.0,2.473,-0.973,17,28,-0.9659258262890683,-0.25881904510252063,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,17
17,10,1.5,132.0,2.473,-0.973,8,3,0.8660254037844388,-0.4999999999999998,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
10,18,3.166,129.0,2.432,0.734,19,8,-0.9659258262890684,0.2588190451025203,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,24
6,12,3.583,148.0,2.945,0.638,16,1,-0.8660254037844384,-0.5000000000000004,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16
4,12,3.583,148.0,2.945,0.638,16,2,-0.8660254037844384,-0.5000000000000004,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10
9,12,3.583,148.0,2.945,0.638,10,40,0.49999999999999994,-0.8660254037844387,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8
16,12,3.583,148.0,2.945,0.638,10,55,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10
16,13,2.0,131.0,2.186,-0.186,14,42,-0.4999999999999998,-0.8660254037844388,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,26
16,13,2.0,131.0,2.186,-0.186,15,43,-0.7071067811865471,-0.7071067811865479,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,15
16,13,2.0,131.0,2.186,-0.186,19,42,-0.9659258262890684,0.2588190451025203,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,14
9,13,3.666,131.0,3.336,0.33,18,20,-1.0,-1.8369701987210297e-16,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,18
11,13,3.538,146.0,2.9,0.638,15,14,-0.7071067811865471,-0.7071067811865479,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,13
12,14,2.5,135.0,2.405,0.095,19,6,-0.9659258262890684,0.2588190451025203,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11
12,14,2.5,135.0,2.405,0.095,17,13,-0.9659258262890683,-0.25881904510252063,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22
7,13,2.846,129.0,3.084,-0.238,10,27,0.49999999999999994,-0.8660254037844387,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
6,13,2.846,129.0,3.084,-0.238,15,15,-0.7071067811865471,-0.7071067811865479,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
11,16,4.0,138.0,3.488,0.512,11,55,0.258819045102521,-0.9659258262890682,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,8
13,16,4.0,138.0,3.488,0.512,14,25,-0.4999999999999998,-0.8660254037844388,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,25
4,16,4.0,138.0,3.488,0.512,13,29,-0.2588190451025208,-0.9659258262890683,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9
5,16,4.0,138.0,3.488,0.512,14,29,-0.4999999999999998,-0.8660254037844388,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,21
6,16,4.0,138.0,3.488,0.512,14,42,-0.4999999999999998,-0.8660254037844388,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,26
9,7,2.5,127.0,3.0,-0.5,18,19,-1.0,-1.8369701987210297e-16,6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7
7,17,3.583,147.0,3.801,-0.218,16,45,-0.8660254037844384,-0.5000000000000004,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
13,17,3.583,147.0,3.801,-0.218,19,51,-0.9659258262890684,0.2588190451025203,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15
9,17,3.583,147.0,3.801,-0.218,19,34,-0.9659258262890684,0.2588190451025203,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13
7,17,3.583,147.0,3.801,-0.218,20,29,-0.8660254037844386,0.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18
13,17,3.583,147.0,3.801,-0.218,18,35,-1.0,-1.8369701987210297e-16,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17
8,17,3.583,147.0,3.801,-0.218,21,0,-0.7071067811865477,0.7071067811865474,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8
9,17,3.583,147.0,3.801,-0.218,20,42,-0.8660254037844386,0.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12
6,17,3.583,147.0,3.801,-0.218,18,38,-1.0,-1.8369701987210297e-16,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18
9,15,2.4,134.0,2.543,-0.143,15,29,-0.7071067811865471,-0.7071067811865479,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3
11,13,3.8,128.0,3.687,0.113,13,56,-0.2588190451025208,-0.9659258262890683,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8
10,13,3.8,128.0,3.687,0.113,13,33,-0.2588190451025208,-0.9659258262890683,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12
10,13,3.8,128.0,3.687,0.113,14,5,-0.4999999999999998,-0.8660254037844388,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,16
13,13,3.0,103.0,2.074,0.926,19,40,-0.9659258262890684,0.2588190451025203,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,11
7,13,3.0,103.0,2.074,0.926,17,44,-0.9659258262890683,-0.25881904510252063,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,22
