Semester_Week,Term_Credit_Hours,Term_GPA,Total_Credit_Hours_Earned,Cumulative_GPA,Change_in_GPA,hour,minute,sin_hour,cos_hour,Day_Of_Week,Is_weekend,Semester_Spring 2017,Class_Standing_Graduate,Class_Standing_Junior,Class_Standing_Other,Class_Standing_Senior,Class_Standing_Sophomore,Expected_Graduation_Fall Semester 2019,Expected_Graduation_Fall Semester 2020,Expected_Graduation_Spring Semester 2017,Expected_Graduation_Spring Semester 2018,Expected_Graduation_Spring Semester 2020,Expected_Graduation_Spring Semester 2021,Expected_Graduation_Summer Semester 2017,Expected_Graduation_Summer Semester 2018,Expected_Graduation_Summer Semester 2019,Expected_Graduation_Summer Semester 2020,Gender_MALE,time_bin_Evening,time_bin_Morning,course_level_Grad level Course,course_level_Junior level Course,course_level_Senior level Course,course_level_Sophomore level Course,course_level_Unknown course number,occupancy
7,12,2.25,136.0,2.72,-0.47,16,1,-0.8660254037844384,-0.5000000000000004,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,15
10,12,2.25,136.0,2.72,-0.47,10,42,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,11
5,12,2.25,136.0,2.72,-0.47,10,30,0.49999999999999994,-0.8660254037844387,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,11
4,12,2.25,136.0,2.72,-0.47,10,36,0.49999999999999994,-0.8660254037844387,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,12
16,12,2.25,136.0,2.72,-0.47,10,34,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,6
3,12,2.25,136.0,2.72,-0.47,10,32,0.49999999999999994,-0.8660254037844387,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,7
13,12,2.25,136.0,2.72,-0.47,10,29,0.49999999999999994,-0.8660254037844387,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,11
4,12,2.25,136.0,2.72,-0.47,13,57,-0.2588190451025208,-0.9659258262890683,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,16
9,12,2.25,136.0,2.72,-0.47,12,29,1.2246467991473532e-16,-1.0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,14
13,12,2.25,136.0,2.72,-0.47,10,29,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,6
4,12,2.25,136.0,2.72,-0.47,10,55,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,11
5,12,2.25,136.0,2.72,-0.47,10,31,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3
2,12,2.25,136.0,2.72,-0.47,10,38,0.49999999999999994,-0.8660254037844387,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,7
3,12,2.25,136.0,2.72,-0.47,14,39,-0.4999999999999998,-0.8660254037844388,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,18
16,12,2.25,136.0,2.72,-0.47,10,52,0.49999999999999994,-0.8660254037844387,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,7
12,12,2.25,136.0,2.72,-0.47,11,18,0.258819045102521,-0.9659258262890682,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,8
2,12,2.25,136.0,2.72,-0.47,11,5,0.258819045102521,-0.9659258262890682,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,5
11,12,2.25,136.0,2.72,-0.47,10,44,0.49999999999999994,-0.8660254037844387,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,6
15,12,2.25,136.0,2.72,-0.47,13,6,-0.2588190451025208,-0.9659258262890683,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,14
5,13,2.5,136.0,2.68,-0.18,20,2,-0.8660254037844386,0.5,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26
13,14,3.272,139.0,3.574,-0.302,19,47,-0.9659258262890684,0.2588190451025203,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,16
13,14,3.272,139.0,3.574,-0.302,20,9,-0.8660254037844386,0.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,12
11,14,3.272,139.0,3.574,-0.302,19,30,-0.9659258262890684,0.2588190451025203,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,21
15,14,3.272,139.0,3.574,-0.302,20,2,-0.8660254037844386,0.5,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9
15,14,3.272,139.0,3.574,-0.302,20,18,-0.8660254037844386,0.5,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9
11,14,3.272,139.0,3.574,-0.302,16,40,-0.8660254037844384,-0.5000000000000004,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,17
15,14,3.272,139.0,3.574,-0.302,20,55,-0.8660254037844386,0.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,8
10,14,3.272,139.0,3.574,-0.302,21,48,-0.7071067811865477,0.7071067811865474,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,4
4,23,3.187,122.0,2.964,0.223,19,26,-0.9659258262890684,0.2588190451025203,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12
16,23,3.187,122.0,2.964,0.223,12,43,1.2246467991473532e-16,-1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9
17,12,0.666,28.0,1.875,-1.209,11,52,0.258819045102521,-0.9659258262890682,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
5,12,0.666,28.0,1.875,-1.209,12,45,1.2246467991473532e-16,-1.0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
6,12,0.666,28.0,1.875,-1.209,13,9,-0.2588190451025208,-0.9659258262890683,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
11,12,0.666,28.0,1.875,-1.209,12,59,1.2246467991473532e-16,-1.0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3,17,3.47,145.0,2.891,0.579,20,5,-0.8660254037844386,0.5,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,13
17,17,3.47,145.0,2.891,0.579,18,29,-1.0,-1.8369701987210297e-16,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,18
3,17,3.47,145.0,2.891,0.579,20,43,-0.8660254037844386,0.5,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8
16,17,3.47,145.0,2.891,0.579,14,10,-0.4999999999999998,-0.8660254037844388,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
15,17,3.47,145.0,2.891,0.579,14,48,-0.4999999999999998,-0.8660254037844388,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2,17,3.47,145.0,2.891,0.579,21,23,-0.7071067811865477,0.7071067811865474,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10
8,17,3.47,145.0,2.891,0.579,19,49,-0.9659258262890684,0.2588190451025203,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12
6,16,3.692,122.0,3.33,0.362,13,53,-0.2588190451025208,-0.9659258262890683,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,16
3,16,3.692,122.0,3.33,0.362,13,28,-0.2588190451025208,-0.9659258262890683,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11
4,16,3.692,122.0,3.33,0.362,14,22,-0.4999999999999998,-0.8660254037844388,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,12
5,16,3.692,122.0,3.33,0.362,11,57,0.258819045102521,-0.9659258262890682,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,15
3,16,3.692,122.0,3.33,0.362,10,14,0.49999999999999994,-0.8660254037844387,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,6
2,16,3.692,122.0,3.33,0.362,10,14,0.49999999999999994,-0.8660254037844387,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,6
13,16,3.692,122.0,3.33,0.362,10,6,0.49999999999999994,-0.8660254037844387,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,6
6,16,3.692,122.0,3.33,0.362,10,23,0.49999999999999994,-0.8660254037844387,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,5
9,16,3.692,122.0,3.33,0.362,10,9,0.49999999999999994,-0.8660254037844387,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2
10,16,3.692,122.0,3.33,0.362,13,28,-0.2588190451025208,-0.9659258262890683,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10
15,16,3.692,122.0,3.33,0.362,13,29,-0.2588190451025208,-0.9659258262890683,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10
16,16,3.692,122.0,3.33,0.362,13,25,-0.2588190451025208,-0.9659258262890683,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7
12,16,3.692,122.0,3.33,0.362,11,15,0.258819045102521,-0.9659258262890682,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,7
15,16,3.692,122.0,3.33,0.362,13,56,-0.2588190451025208,-0.9659258262890683,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2
12,16,3.692,122.0,3.33,0.362,13,34,-0.2588190451025208,-0.9659258262890683,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4
16,16,3.692,122.0,3.33,0.362,13,26,-0.2588190451025208,-0.9659258262890683,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11
5,16,3.692,122.0,3.33,0.362,13,28,-0.2588190451025208,-0.9659258262890683,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,19
8,16,3.692,122.0,3.33,0.362,11,28,0.258819045102521,-0.9659258262890682,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,11
4,18,2.888,151.0,3.226,-0.338,11,35,0.258819045102521,-0.9659258262890682,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,11
5,18,2.888,151.0,3.226,-0.338,15,37,-0.7071067811865471,-0.7071067811865479,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25
6,18,2.888,151.0,3.226,-0.338,11,37,0.258819045102521,-0.9659258262890682,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5
5,17,3.571,122.0,3.726,-0.155,16,32,-0.8660254037844384,-0.5000000000000004,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19
11,16,3.812,140.0,3.767,0.045,11,38,0.258819045102521,-0.9659258262890682,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,11
13,16,3.812,140.0,3.767,0.045,11,47,0.258819045102521,-0.9659258262890682,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,7
14,16,3.812,140.0,3.767,0.045,11,44,0.258819045102521,-0.9659258262890682,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2
12,16,3.812,140.0,3.767,0.045,11,49,0.258819045102521,-0.9659258262890682,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,8
15,16,3.812,140.0,3.767,0.045,11,48,0.258819045102521,-0.9659258262890682,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,9
16,16,3.812,140.0,3.767,0.045,11,52,0.258819045102521,-0.9659258262890682,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,9
3,15,4.0,160.0,3.853,0.147,18,37,-1.0,-1.8369701987210297e-16,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,17
10,15,3.133,141.0,2.852,0.281,10,47,0.49999999999999994,-0.8660254037844387,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
12,17,3.705,122.0,3.657,0.048,18,6,-1.0,-1.8369701987210297e-16,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4
11,17,3.705,122.0,3.657,0.048,18,4,-1.0,-1.8369701987210297e-16,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6
10,17,3.705,122.0,3.657,0.048,18,7,-1.0,-1.8369701987210297e-16,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8
9,17,3.705,122.0,3.657,0.048,18,4,-1.0,-1.8369701987210297e-16,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6
16,16,3.769,122.0,3.454,0.315,15,16,-0.7071067811865471,-0.7071067811865479,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
16,16,3.769,122.0,3.454,0.315,15,9,-0.7071067811865471,-0.7071067811865479,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37
8,16,3.769,122.0,3.454,0.315,19,47,-0.9659258262890684,0.2588190451025203,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,17
9,16,3.769,122.0,3.454,0.315,15,22,-0.7071067811865471,-0.7071067811865479,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
16,19,3.187,137.0,3.036,0.151,12,7,1.2246467991473532e-16,-1.0,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5
8,16,3.812,123.0,3.285,0.527,19,22,-0.9659258262890684,0.2588190451025203,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,16
11,16,3.812,123.0,3.285,0.527,19,41,-0.9659258262890684,0.2588190451025203,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,10
9,16,3.812,123.0,3.285,0.527,18,6,-1.0,-1.8369701987210297e-16,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,17
5,16,3.812,123.0,3.285,0.527,19,34,-0.9659258262890684,0.2588190451025203,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,23
11,16,3.812,123.0,3.285,0.527,13,17,-0.2588190451025208,-0.9659258262890683,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14
10,16,3.812,123.0,3.285,0.527,17,42,-0.9659258262890683,-0.25881904510252063,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,16
14,16,3.812,123.0,3.285,0.527,13,43,-0.2588190451025208,-0.9659258262890683,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8
8,16,3.812,123.0,3.285,0.527,17,59,-0.9659258262890683,-0.25881904510252063,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9
10,16,3.812,123.0,3.285,0.527,19,54,-0.9659258262890684,0.2588190451025203,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,13
12,16,3.812,123.0,3.285,0.527,13,50,-0.2588190451025208,-0.9659258262890683,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,18
16,16,3.812,123.0,3.285,0.527,20,16,-0.8660254037844386,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,9
10,16,3.812,123.0,3.285,0.527,19,0,-0.9659258262890684,0.2588190451025203,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,15
10,16,3.812,123.0,3.285,0.527,19,36,-0.9659258262890684,0.2588190451025203,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,25
7,16,3.812,123.0,3.285,0.527,19,19,-0.9659258262890684,0.2588190451025203,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,8
11,16,3.812,123.0,3.285,0.527,17,33,-0.9659258262890683,-0.25881904510252063,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,17
5,17,3.571,147.0,3.632,-0.061,13,27,-0.2588190451025208,-0.9659258262890683,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11
7,17,3.571,147.0,3.632,-0.061,17,34,-0.9659258262890683,-0.25881904510252063,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
2,17,3.571,147.0,3.632,-0.061,14,19,-0.4999999999999998,-0.8660254037844388,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
2,17,3.571,147.0,3.632,-0.061,13,22,-0.2588190451025208,-0.9659258262890683,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
6,17,3.571,147.0,3.632,-0.061,20,34,-0.8660254037844386,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,20
2,17,3.571,147.0,3.632,-0.061,14,0,-0.4999999999999998,-0.8660254037844388,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11
5,15,3.8,122.0,3.707,0.093,15,48,-0.7071067811865471,-0.7071067811865479,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
2,15,3.8,122.0,3.707,0.093,16,2,-0.8660254037844384,-0.5000000000000004,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
1,16,3.062,128.0,3.201,-0.139,17,37,-0.9659258262890683,-0.25881904510252063,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,16,3.062,128.0,3.201,-0.139,19,49,-0.9659258262890684,0.2588190451025203,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,18
15,16,3.062,128.0,3.201,-0.139,15,20,-0.7071067811865471,-0.7071067811865479,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17
6,16,3.062,128.0,3.201,-0.139,17,32,-0.9659258262890683,-0.25881904510252063,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23
8,16,3.062,128.0,3.201,-0.139,18,46,-1.0,-1.8369701987210297e-16,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16
10,16,3.062,128.0,3.201,-0.139,15,18,-0.7071067811865471,-0.7071067811865479,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23
5,16,3.062,128.0,3.201,-0.139,15,42,-0.7071067811865471,-0.7071067811865479,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
12,16,3.062,128.0,3.201,-0.139,15,18,-0.7071067811865471,-0.7071067811865479,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
8,16,3.062,128.0,3.201,-0.139,15,20,-0.7071067811865471,-0.7071067811865479,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
13,16,3.062,128.0,3.201,-0.139,14,51,-0.4999999999999998,-0.8660254037844388,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19
9,16,3.062,128.0,3.201,-0.139,13,23,-0.2588190451025208,-0.9659258262890683,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2,16,3.062,128.0,3.201,-0.139,15,34,-0.7071067811865471,-0.7071067811865479,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
16,16,3.062,128.0,3.201,-0.139,15,13,-0.7071067811865471,-0.7071067811865479,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3,16,3.062,128.0,3.201,-0.139,20,27,-0.8660254037844386,0.5,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10
9,16,3.062,128.0,3.201,-0.139,15,22,-0.7071067811865471,-0.7071067811865479,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19
15,16,3.062,128.0,3.201,-0.139,17,10,-0.9659258262890683,-0.25881904510252063,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21
16,16,3.062,128.0,3.201,-0.139,15,18,-0.7071067811865471,-0.7071067811865479,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
10,16,3.062,128.0,3.201,-0.139,11,20,0.258819045102521,-0.9659258262890682,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9
6,16,3.062,128.0,3.201,-0.139,11,21,0.258819045102521,-0.9659258262890682,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9
7,16,3.062,128.0,3.201,-0.139,11,19,0.258819045102521,-0.9659258262890682,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9
11,16,3.062,128.0,3.201,-0.139,11,13,0.258819045102521,-0.9659258262890682,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6
13,16,3.062,128.0,3.201,-0.139,11,3,0.258819045102521,-0.9659258262890682,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6
16,16,3.062,128.0,3.201,-0.139,15,14,-0.7071067811865471,-0.7071067811865479,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
11,16,3.062,128.0,3.201,-0.139,11,25,0.258819045102521,-0.9659258262890682,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9
13,16,3.062,128.0,3.201,-0.139,11,43,0.258819045102521,-0.9659258262890682,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12
2,16,3.062,128.0,3.201,-0.139,19,59,-0.9659258262890684,0.2588190451025203,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11
3,16,3.062,128.0,3.201,-0.139,15,47,-0.7071067811865471,-0.7071067811865479,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,17,3.357,130.0,3.706,-0.349,17,53,-0.9659258262890683,-0.25881904510252063,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
1,17,3.357,130.0,3.706,-0.349,20,46,-0.8660254037844386,0.5,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6
3,16,3.3,27.0,2.791,0.509,14,20,-0.4999999999999998,-0.8660254037844388,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14
2,16,3.3,27.0,2.791,0.509,14,24,-0.4999999999999998,-0.8660254037844388,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10
3,16,3.3,27.0,2.791,0.509,16,24,-0.8660254037844384,-0.5000000000000004,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17
3,16,3.3,27.0,2.791,0.509,9,11,0.7071067811865476,-0.7071067811865475,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
4,16,3.3,27.0,2.791,0.509,15,31,-0.7071067811865471,-0.7071067811865479,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,17
11,17,3.823,124.0,3.803,0.02,20,15,-0.8660254037844386,0.5,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11
14,17,3.823,124.0,3.803,0.02,11,20,0.258819045102521,-0.9659258262890682,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,15
